[2026-02-20 11:35:21] | 담당 AI: 전략 잼 | 출처: Barchart | 타겟: 온도 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 74.8%
[2026-02-20 13:00:56] | 담당 AI: 정렬 잼 | 출처: ATAS | 타겟: 수이 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 94.9%
[2026-02-20 13:01:00] | 담당 AI: 타이밍 잼 | 출처: TensorCharts | 타겟: 이더리움 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 91.5%
[2026-02-20 13:01:03] | 담당 AI: 전략 잼 | 출처: Koyfin | 타겟: 수이 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 94.6%
[2026-02-20 13:01:07] | 담당 AI: 행동 잼 | 출처: AlphaQuery | 타겟: 비트코인 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 85.8%
[2026-02-20 13:01:11] | 담당 AI: 전략 잼 | 출처: LookIntoBitcoin | 타겟: 수이 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 95.6%
[2026-02-20 13:01:14] | 담당 AI: 정렬 잼 | 출처: Coinglass | 타겟: 이더리움 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 90.6%
[2026-02-20 13:01:17] | 담당 AI: 가디언 잼 | 출처: StockCharts | 타겟: 제로엑스 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 84.2%
[2026-02-20 13:01:20] | 담당 AI: 수집 잼 | 출처: Finviz | 타겟: 비트코인 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 97.9%
[2026-02-20 13:01:24] | 담당 AI: 행동 잼 | 출처: Investing.com | 타겟: 수이 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 82.9%
[2026-02-20 13:01:27] | 담당 AI: 전략 잼 | 출처: Barchart | 타겟: 비트코인 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 90.3%
[2026-02-20 13:01:31] | 담당 AI: 정렬 잼 | 출처: Glassnode | 타겟: 리플 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 97.0%
[2026-02-20 13:01:36] | 담당 AI: 타이밍 잼 | 출처: Coinglass | 타겟: 리플 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 79.8%
[2026-02-20 13:01:38] | 담당 AI: 행동 잼 | 출처: Koyfin | 타겟: 제로엑스 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 74.7%
[2026-02-20 13:01:41] | 담당 AI: 수집 잼 | 출처: Koyfin | 타겟: 이더리움 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 78.9%
[2026-02-20 13:01:44] | 담당 AI: 전략 잼 | 출처: Birdeye.so | 타겟: 수이 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 86.2%
[2026-02-20 13:01:49] | 담당 AI: 가디언 잼 | 출처: Glassnode | 타겟: 제로엑스 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 79.3%
[2026-02-20 13:01:54] | 담당 AI: 행동 잼 | 출처: HyblockCapital | 타겟: 솔라나 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 82.9%
[2026-02-20 13:01:56] | 담당 AI: 가디언 잼 | 출처: Finviz | 타겟: 리플 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 83.0%
[2026-02-20 13:01:59] | 담당 AI: 전략 잼 | 출처: HyblockCapital | 타겟: 제로엑스 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 83.4%
[2026-02-20 13:02:03] | 담당 AI: 가디언 잼 | 출처: Whalemap | 타겟: 리플 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 88.3%
[2026-02-20 13:02:06] | 담당 AI: 행동 잼 | 출처: Exocharts | 타겟: 비트코인 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 87.6%
[2026-02-20 13:02:10] | 담당 AI: 전략 잼 | 출처: GoCharting | 타겟: 이더리움 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 83.4%
[2026-02-20 13:02:14] | 담당 AI: 행동 잼 | 출처: ATAS | 타겟: 비트코인 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 83.3%
[2026-02-20 13:02:17] | 담당 AI: 수집 잼 | 출처: StockCharts | 타겟: 이더리움 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 82.3%
[2026-02-20 13:02:20] | 담당 AI: 가디언 잼 | 출처: Finviz | 타겟: 리플 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 92.1%
[2026-02-20 13:02:24] | 담당 AI: 행동 잼 | 출처: Finviz | 타겟: 온도 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 87.6%
[2026-02-20 13:02:28] | 담당 AI: 수집 잼 | 출처: Cryptowat.ch | 타겟: 제로엑스 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 94.4%
[2026-02-20 13:02:30] | 담당 AI: 전략 잼 | 출처: TradingView | 타겟: 리플 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 99.1%
[2026-02-20 13:02:33] | 담당 AI: 가디언 잼 | 출처: TensorCharts | 타겟: 리플 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 83.9%
[2026-02-20 13:02:37] | 담당 AI: 전략 잼 | 출처: StockCharts | 타겟: 솔라나 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 85.8%
[2026-02-20 13:02:39] | 담당 AI: 전략 잼 | 출처: GoCharting | 타겟: 솔라나 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 85.1%
[2026-02-20 13:02:44] | 담당 AI: 행동 잼 | 출처: CoinMarketCap | 타겟: 수이 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 94.2%
[2026-02-20 13:02:49] | 담당 AI: 전략 잼 | 출처: GoCharting | 타겟: 리플 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 99.0%
[2026-02-20 13:02:52] | 담당 AI: 타이밍 잼 | 출처: Exocharts | 타겟: 솔라나 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 86.5%
[2026-02-20 13:02:56] | 담당 AI: 정렬 잼 | 출처: Whalemap | 타겟: 제로엑스 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 95.2%
[2026-02-20 13:03:00] | 담당 AI: 가디언 잼 | 출처: TensorCharts | 타겟: 제로엑스 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 93.9%
[2026-02-20 13:03:04] | 담당 AI: 가디언 잼 | 출처: Finviz | 타겟: 이더리움 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 90.3%
[2026-02-20 13:03:08] | 담당 AI: 전략 잼 | 출처: TensorCharts | 타겟: 비트코인 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 72.6%
[2026-02-20 13:03:11] | 담당 AI: 수집 잼 | 출처: Exocharts | 타겟: 온도 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 94.9%
[2026-02-20 13:03:15] | 담당 AI: 타이밍 잼 | 출처: TradingView | 타겟: 수이 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 78.4%
[2026-02-20 13:03:19] | 담당 AI: 타이밍 잼 | 출처: Barchart | 타겟: 온도 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 78.4%
[2026-02-20 13:03:23] | 담당 AI: 가디언 잼 | 출처: Finviz | 타겟: 온도 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 93.5%
[2026-02-20 13:03:26] | 담당 AI: 행동 잼 | 출처: Finviz | 타겟: 온도 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 90.0%
[2026-02-20 13:03:30] | 담당 AI: 수집 잼 | 출처: AlphaQuery | 타겟: 수이 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 75.2%
[2026-02-20 13:03:33] | 담당 AI: 수집 잼 | 출처: Coinglass | 타겟: 제로엑스 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 73.2%
[2026-02-20 13:03:36] | 담당 AI: 행동 잼 | 출처: Bookmap | 타겟: 제로엑스 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 81.7%
[2026-02-20 13:03:39] | 담당 AI: 행동 잼 | 출처: CoinGecko | 타겟: 솔라나 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 92.9%
[2026-02-20 13:03:44] | 담당 AI: 타이밍 잼 | 출처: Birdeye.so | 타겟: 이더리움 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 91.2%
[2026-02-20 13:03:46] | 담당 AI: 타이밍 잼 | 출처: Exocharts | 타겟: 제로엑스 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 82.0%
[2026-02-20 13:03:48] | 담당 AI: 타이밍 잼 | 출처: Investing.com | 타겟: 비트코인 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 99.2%
[2026-02-20 13:03:51] | 담당 AI: 수집 잼 | 출처: Dropstab | 타겟: 제로엑스 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 93.8%
[2026-02-20 13:03:55] | 담당 AI: 수집 잼 | 출처: TradingEconomics | 타겟: 제로엑스 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 87.6%
[2026-02-20 13:03:57] | 담당 AI: 정렬 잼 | 출처: Messari | 타겟: 솔라나 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 81.5%
[2026-02-20 13:04:01] | 담당 AI: 타이밍 잼 | 출처: GoCharting | 타겟: 리플 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 80.3%
[2026-02-20 13:04:03] | 담당 AI: 타이밍 잼 | 출처: AlphaQuery | 타겟: 온도 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 85.2%
[2026-02-20 13:04:07] | 담당 AI: 행동 잼 | 출처: Whalemap | 타겟: 제로엑스 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 88.4%
[2026-02-20 13:04:10] | 담당 AI: 행동 잼 | 출처: HyblockCapital | 타겟: 비트코인 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 85.9%
[2026-02-20 13:04:13] | 담당 AI: 전략 잼 | 출처: Messari | 타겟: 비트코인 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 91.9%
[2026-02-20 13:04:18] | 담당 AI: 전략 잼 | 출처: TradingView | 타겟: 온도 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 76.2%
[2026-02-20 13:04:22] | 담당 AI: 수집 잼 | 출처: HyblockCapital | 타겟: 리플 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 95.0%
[2026-02-20 13:04:25] | 담당 AI: 정렬 잼 | 출처: Whalemap | 타겟: 제로엑스 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 86.3%
[2026-02-20 13:04:29] | 담당 AI: 정렬 잼 | 출처: Glassnode | 타겟: 온도 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 84.9%
[2026-02-20 13:04:32] | 담당 AI: 행동 잼 | 출처: TradingView | 타겟: 리플 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 83.4%
[2026-02-20 13:04:35] | 담당 AI: 가디언 잼 | 출처: Investing.com | 타겟: 온도 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 92.6%
[2026-02-20 13:04:38] | 담당 AI: 타이밍 잼 | 출처: TradingView | 타겟: 솔라나 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 91.0%
[2026-02-20 13:04:41] | 담당 AI: 수집 잼 | 출처: Barchart | 타겟: 리플 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 77.6%
[2026-02-20 13:04:46] | 담당 AI: 타이밍 잼 | 출처: Coinglass | 타겟: 제로엑스 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 83.1%
[2026-02-20 13:04:50] | 담당 AI: 수집 잼 | 출처: Cryptowat.ch | 타겟: 이더리움 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 89.3%
[2026-02-20 13:04:53] | 담당 AI: 전략 잼 | 출처: Coinglass | 타겟: 솔라나 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 91.5%
[2026-02-20 13:04:57] | 담당 AI: 수집 잼 | 출처: GoCharting | 타겟: 이더리움 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 74.1%
[2026-02-20 13:05:01] | 담당 AI: 행동 잼 | 출처: TradingEconomics | 타겟: 솔라나 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 96.9%
[2026-02-20 13:05:03] | 담당 AI: 타이밍 잼 | 출처: Coinglass | 타겟: 온도 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 74.2%
[2026-02-20 13:05:07] | 담당 AI: 수집 잼 | 출처: LookIntoBitcoin | 타겟: 수이 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 80.5%
[2026-02-20 13:05:09] | 담당 AI: 전략 잼 | 출처: TradingLite | 타겟: 비트코인 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 96.0%
[2026-02-20 13:05:12] | 담당 AI: 가디언 잼 | 출처: CoinGecko | 타겟: 이더리움 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 84.2%
[2026-02-20 13:05:15] | 담당 AI: 전략 잼 | 출처: ATAS | 타겟: 수이 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 89.3%
[2026-02-20 13:05:19] | 담당 AI: 가디언 잼 | 출처: TrendSpider | 타겟: 이더리움 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 76.6%
[2026-02-20 13:05:24] | 담당 AI: 전략 잼 | 출처: Barchart | 타겟: 비트코인 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 90.6%
[2026-02-20 13:05:28] | 담당 AI: 가디언 잼 | 출처: Exocharts | 타겟: 제로엑스 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 81.3%
[2026-02-20 13:05:30] | 담당 AI: 전략 잼 | 출처: HyblockCapital | 타겟: 온도 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 80.2%
[2026-02-20 13:05:34] | 담당 AI: 정렬 잼 | 출처: Cryptowat.ch | 타겟: 수이 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 97.3%
[2026-02-20 13:05:38] | 담당 AI: 수집 잼 | 출처: GoCharting | 타겟: 온도 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 75.7%
[2026-02-20 13:05:43] | 담당 AI: 행동 잼 | 출처: HyblockCapital | 타겟: 비트코인 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 92.7%
[2026-02-20 13:05:47] | 담당 AI: 수집 잼 | 출처: DexScreener | 타겟: 솔라나 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 79.2%
[2026-02-20 13:05:52] | 담당 AI: 전략 잼 | 출처: Birdeye.so | 타겟: 수이 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 76.8%
[2026-02-20 13:05:54] | 담당 AI: 타이밍 잼 | 출처: Whalemap | 타겟: 수이 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 93.1%
[2026-02-20 13:05:56] | 담당 AI: 가디언 잼 | 출처: Investing.com | 타겟: 이더리움 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 98.6%
[2026-02-20 13:06:00] | 담당 AI: 수집 잼 | 출처: TradingLite | 타겟: 솔라나 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 93.9%
[2026-02-20 13:06:05] | 담당 AI: 가디언 잼 | 출처: TradingEconomics | 타겟: 리플 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 90.1%
[2026-02-20 13:06:07] | 담당 AI: 전략 잼 | 출처: Messari | 타겟: 수이 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 71.5%
[2026-02-20 13:06:10] | 담당 AI: 가디언 잼 | 출처: LookIntoBitcoin | 타겟: 솔라나 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 87.6%
[2026-02-20 13:06:12] | 담당 AI: 정렬 잼 | 출처: TradingView | 타겟: 온도 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 81.9%
[2026-02-20 13:06:14] | 담당 AI: 타이밍 잼 | 출처: TradingEconomics | 타겟: 솔라나 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 87.1%
[2026-02-20 13:06:19] | 담당 AI: 정렬 잼 | 출처: TradingLite | 타겟: 제로엑스 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 87.5%
[2026-02-20 13:06:22] | 담당 AI: 수집 잼 | 출처: LookIntoBitcoin | 타겟: 온도 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 96.9%
[2026-02-20 13:06:24] | 담당 AI: 행동 잼 | 출처: TradingView | 타겟: 이더리움 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 90.3%
[2026-02-20 13:06:27] | 담당 AI: 행동 잼 | 출처: Glassnode | 타겟: 이더리움 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 71.6%
[2026-02-20 13:06:31] | 담당 AI: 전략 잼 | 출처: ATAS | 타겟: 솔라나 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 80.2%
[2026-02-20 13:06:33] | 담당 AI: 타이밍 잼 | 출처: Cryptowat.ch | 타겟: 비트코인 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 92.0%
[2026-02-20 13:06:36] | 담당 AI: 가디언 잼 | 출처: Whalemap | 타겟: 온도 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 86.2%
[2026-02-20 13:06:39] | 담당 AI: 수집 잼 | 출처: TradingLite | 타겟: 리플 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 79.3%
[2026-02-20 13:06:42] | 담당 AI: 수집 잼 | 출처: Velo.xyz | 타겟: 비트코인 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 72.3%
[2026-02-20 13:06:44] | 담당 AI: 타이밍 잼 | 출처: HyblockCapital | 타겟: 리플 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 77.1%
[2026-02-20 13:06:47] | 담당 AI: 타이밍 잼 | 출처: Bookmap | 타겟: 이더리움 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 88.2%
[2026-02-20 13:06:51] | 담당 AI: 가디언 잼 | 출처: Velo.xyz | 타겟: 수이 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 89.4%
[2026-02-20 13:06:53] | 담당 AI: 수집 잼 | 출처: TradingLite | 타겟: 이더리움 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 72.1%
[2026-02-20 13:06:58] | 담당 AI: 수집 잼 | 출처: HyblockCapital | 타겟: 이더리움 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 84.9%
[2026-02-20 13:07:02] | 담당 AI: 정렬 잼 | 출처: Glassnode | 타겟: 온도 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 72.4%
[2026-02-20 13:07:05] | 담당 AI: 가디언 잼 | 출처: ATAS | 타겟: 이더리움 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 99.5%
[2026-02-20 13:07:09] | 담당 AI: 타이밍 잼 | 출처: Dropstab | 타겟: 솔라나 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 92.5%
[2026-02-20 13:07:13] | 담당 AI: 전략 잼 | 출처: Glassnode | 타겟: 수이 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 93.2%
[2026-02-20 13:07:16] | 담당 AI: 타이밍 잼 | 출처: CoinMarketCap | 타겟: 제로엑스 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 80.0%
[2026-02-20 13:07:20] | 담당 AI: 정렬 잼 | 출처: Glassnode | 타겟: 리플 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 79.3%
[2026-02-20 13:07:23] | 담당 AI: 정렬 잼 | 출처: Glassnode | 타겟: 리플 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 80.2%
[2026-02-20 13:07:27] | 담당 AI: 타이밍 잼 | 출처: Koyfin | 타겟: 수이 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 85.1%
[2026-02-20 13:07:31] | 담당 AI: 전략 잼 | 출처: Messari | 타겟: 비트코인 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 75.8%
[2026-02-20 13:07:35] | 담당 AI: 수집 잼 | 출처: ATAS | 타겟: 비트코인 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 83.6%
[2026-02-20 13:07:40] | 담당 AI: 타이밍 잼 | 출처: Exocharts | 타겟: 이더리움 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 71.2%
[2026-02-20 13:07:43] | 담당 AI: 수집 잼 | 출처: GoCharting | 타겟: 솔라나 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 73.2%
[2026-02-20 13:07:47] | 담당 AI: 행동 잼 | 출처: Bookmap | 타겟: 솔라나 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 70.6%
[2026-02-20 13:07:50] | 담당 AI: 가디언 잼 | 출처: LookIntoBitcoin | 타겟: 제로엑스 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 71.8%
[2026-02-20 13:07:53] | 담당 AI: 타이밍 잼 | 출처: AlphaQuery | 타겟: 수이 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 89.3%
[2026-02-20 13:07:57] | 담당 AI: 수집 잼 | 출처: TradingLite | 타겟: 리플 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 92.7%
[2026-02-20 13:08:01] | 담당 AI: 전략 잼 | 출처: Finviz | 타겟: 제로엑스 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 96.2%
[2026-02-20 13:08:05] | 담당 AI: 정렬 잼 | 출처: Birdeye.so | 타겟: 솔라나 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 98.0%
[2026-02-20 13:08:10] | 담당 AI: 전략 잼 | 출처: Cryptowat.ch | 타겟: 제로엑스 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 82.3%
[2026-02-20 13:08:13] | 담당 AI: 타이밍 잼 | 출처: Aggr.trade | 타겟: 제로엑스 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 92.3%
[2026-02-20 13:08:15] | 담당 AI: 수집 잼 | 출처: Finviz | 타겟: 리플 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 88.8%
[2026-02-20 13:08:19] | 담당 AI: 타이밍 잼 | 출처: TradingLite | 타겟: 리플 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 90.8%
[2026-02-20 13:08:23] | 담당 AI: 타이밍 잼 | 출처: TrendSpider | 타겟: 비트코인 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 96.6%
[2026-02-20 13:08:26] | 담당 AI: 수집 잼 | 출처: LookIntoBitcoin | 타겟: 리플 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 74.4%
[2026-02-20 13:08:31] | 담당 AI: 가디언 잼 | 출처: Finviz | 타겟: 제로엑스 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 84.0%
[2026-02-20 13:08:34] | 담당 AI: 전략 잼 | 출처: TrendSpider | 타겟: 비트코인 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 91.9%
[2026-02-20 13:08:36] | 담당 AI: 전략 잼 | 출처: GoCharting | 타겟: 비트코인 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 98.6%
[2026-02-20 13:08:39] | 담당 AI: 행동 잼 | 출처: DexScreener | 타겟: 온도 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 86.8%
[2026-02-20 13:08:42] | 담당 AI: 전략 잼 | 출처: Exocharts | 타겟: 수이 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 90.0%
[2026-02-20 13:08:47] | 담당 AI: 정렬 잼 | 출처: TradingEconomics | 타겟: 솔라나 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 93.6%
[2026-02-20 13:08:50] | 담당 AI: 타이밍 잼 | 출처: TradingEconomics | 타겟: 이더리움 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 85.7%
[2026-02-20 13:08:53] | 담당 AI: 행동 잼 | 출처: CoinGecko | 타겟: 이더리움 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 84.2%
[2026-02-20 13:08:56] | 담당 AI: 수집 잼 | 출처: Koyfin | 타겟: 온도 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 89.2%
[2026-02-20 13:09:00] | 담당 AI: 수집 잼 | 출처: Cryptowat.ch | 타겟: 비트코인 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 85.5%
[2026-02-20 13:09:02] | 담당 AI: 행동 잼 | 출처: CoinMarketCap | 타겟: 제로엑스 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 87.9%
[2026-02-20 13:09:05] | 담당 AI: 행동 잼 | 출처: Aggr.trade | 타겟: 리플 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 86.9%
